aaa_bull,aaa_cow,cow,no,stier,color_cow,aandacht,dad_name,dad_code,dadsdad_name,dadsdad_code,mom_name,mom_nr,momsdad_name,momsdad_code,momsmom_name,momsmom_code,match,nummer,birth,color_bull,bull_name,bull_dad,bulls_moms_dad,code,accuracy,score_prod,score_kg_eiwit,score_kg_vet,score_eiwit,score_vet,score_laatrijpheid,score_persistentie,score_vruchtbaarheid,score_uier,score_klauw,score_melksnelheid,score_afkalfgemak,index_inet,index_inet_nvo,index_nvi,index_tip,ziekte_stofwisseling,ziekte_reproductie,ziekte_celgetal,ext_frame,ext_type,ext_uier,ext_beenwerk,ext_totaal exterieur,ext_hoogtemaat,ext_voorhand,ext_inhoud,ext_openheid,ext_conditie score,ext_kruisligging,ext_kruisbreedte,ext_beenstand achter,ext_beenstand zij,ext_klauwhoek,ext_voorbeenstand,ext_beengebruik,ext_vooruieraanhechting,ext_voorspeenplaatsing,ext_speenlengte,ext_uierdiepte,ext_achteruierhoogte,ext_ophangband,ext_achterspeenplaatsing,kik,kik_adv,kiv,score_aanhouding,score_bevruchting,is_inteelt
234,342,42,1096,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ANNIE 96,NL 6664 0960 9 (4),BLACK VINCENT,NL 7579 1387 3,ANNIE 91,ANNIE 91 (13),0.78,NLDM000964733781,2021,ZB,American Dreamtime Rf P,DELTA ABUNDANT P,DELTA JACUZZI-RED,391036,70,908,,,0.16,0.28,102,106,104,109,106,99,105,347,,,,,,110,,,,109,112,,,,,,,,108,99,100,,,,,,,,,,TRUE,,,,,FALSE
234,342,42,1096,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ANNIE 96,NL 6664 0960 9 (4),BLACK VINCENT,NL 7579 1387 3,ANNIE 91,ANNIE 91 (13),0.78,NLDM000733557981,2018,ZB,Holbra Adori,STANTONS ADORABLE,DE-SU 11236 BALISTO,39938,72,916,,,0.12,0.13,101,110,103,107,104,99,108,306,,,,,,105,,,,104,107,,,,,,,,104,104,98,,,,,,,,,,TRUE,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000879035453,2017,ZB,Weinterper Solution,Bouw Finder,Guard,39909,89,1417,61,81,0.12,0.2,96,102,102,109,105,97,104,440,221,331,249,,102,110,99,104,108,107,108,109,103,105,106,99,93,103,105,104,100,101,108,104,104,102,107,109,106,103,TRUE,TRUE,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,DEUM001405290977,2017,ZB,Topmodel,Bomaz Altatopshot,Seagull-Bay Silver,781763,83,1003,55,91,0.21,0.49,101,102,103,101,104,97,106,432,226,246,231,,103,107,102,106,108,104,108,110,103,105,107,101,102,103,103,101,99,,104,107,102,102,106,108,107,106,,,TRUE,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000654340846,2016,ZB,De Pettershoeve Jetbead,Jetset,Delta G-Force,39886,92,267,29,53,0.22,0.46,101,104,98,109,100,98,105,235,132,174,201,,102,111,102,102,109,104,108,105,100,100,102,97,102,110,104,95,107,102,104,112,111,98,109,105,101,107,TRUE,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000580721821,2016,ZB,Poppe Red Hot Neymar,Board Et,Poppe Snow,39885,89,666,44,58,0.22,0.31,99,105,102,106,102,97,97,313,170,194,190,,98,107,102,103,101,102,103,104,99,102,103,99,95,105,102,96,107,100,102,100,101,101,99,103,99,99,TRUE,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,USAM003131131390,2015,ZB,Peak Altaforever,Seagull-Bay Silver,Badger-Bluff Fanny Freddie,769796,96,1130,43,68,0.04,0.2,100,106,102,99,102,106,104,335,163,184,186,,101,104,100,105,110,101,107,111,104,104,107,100,100,103,100,96,108,104,101,109,106,100,111,109,106,109,,,TRUE,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000694776043,2009,ZB,Midwolder Goldmar,Braedale Goldwyn,O-Bee Manfred Justice-Et,940118,99,250,19,32,0.11,0.24,105,104,100,106,99,97,99,152,82,122,167,102,100,106,100,102,103,98,101,105,97,102,101,101,101,102,102,97,97,96,99,105,95,108,104,102,97,96,,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000752535139,2015,ZB,Hoekland Bono,De-Su 521 Bookem,Cogent Twist,361043,95,246,17,39,0.09,0.31,97,106,102,101,104,102,100,153,83,160,155,100,102,102,99,99,101,105,103,98,96,102,103,94,95,100,105,98,101,96,105,101,100,94,101,102,100,100,,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,DEUM000360175103,2017,ZB,Adlon P,Stantons Adagio-P,Edg Rubicon,781289,85,219,19,29,0.13,0.22,105,106,102,105,101,99,104,142,79,122,127,,,107,101,106,111,103,109,109,104,102,102,104,98,106,104,97,104,,103,111,104,102,116,108,99,102,,,TRUE,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,DEUM000356607584,2014,ZB,Amax,Gen-I-Beq Aikman,Texel Beauty Pioneer,768601,92,547,32,51,0.14,0.3,100,105,105,104,102,91,101,244,131,181,189,,98,108,102,104,103,108,107,100,102,103,108,98,94,100,106,106,98,,109,99,105,102,99,106,104,104,,,TRUE,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000668849629,2014,RB,Elagaaster Cloud,Belvedere Perfect Aiko,De Volmer Glorious,941525,98,92,12,18,0.11,0.17,98,102,107,104,108,99,104,87,51,157,155,,96,101,96,105,107,104,105,110,98,102,106,100,108,100,104,98,105,100,104,101,104,99,107,109,107,104,,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000708611632,2011,ZB,Belvedere Perfect Aiko,Badger-Bluff Fanny Freddie,Braedale Goldwyn,767080,99,165,13,38,0.08,0.37,99,102,103,100,106,104,101,133,72,96,126,101,95,99,105,105,107,100,106,105,101,103,107,99,99,104,100,102,105,103,99,104,107,96,106,107,109,109,,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000935516829,2020,ZB,Florius,DELTA FLORIS,WEELDER ESPERANTO,391027,71,367,,,0.22,0.94,100,106,107,105,108,99,106,354,,,,,,107,,,,109,105,,,,,,,,106,101,101,,,,,,,,,,TRUE,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000964733781,2021,ZB,American Dreamtime Rf P,DELTA ABUNDANT P,DELTA JACUZZI-RED,391036,70,908,,,0.16,0.28,102,106,104,109,106,99,105,347,,,,,,110,,,,109,112,,,,,,,,108,99,100,,,,,,,,,,TRUE,,,,,FALSE
234,342,88,1148,Delta G-Force,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,ROZA 69,NL 7587 1021 3 (43),SLOTBOOMS MILFONTES,NL 6111 0754 9,ROZA 66,NL 4987 0586 5 (41),0.78,NLDM000733557981,2018,ZB,Holbra Adori,STANTONS ADORABLE,DE-SU 11236 BALISTO,39938,72,916,,,0.12,0.13,101,110,103,107,104,99,108,306,,,,,,105,,,,104,107,,,,,,,,104,104,98,,,,,,,,,,TRUE,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000879035453,2017,ZB,Weinterper Solution,Bouw Finder,Guard,39909,89,1417,61,81,0.12,0.2,96,102,102,109,105,97,104,440,221,331,249,,102,110,99,104,108,107,108,109,103,105,106,99,93,103,105,104,100,101,108,104,104,102,107,109,106,103,TRUE,TRUE,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,DEUM001405290977,2017,ZB,Topmodel,Bomaz Altatopshot,Seagull-Bay Silver,781763,83,1003,55,91,0.21,0.49,101,102,103,101,104,97,106,432,226,246,231,,103,107,102,106,108,104,108,110,103,105,107,101,102,103,103,101,99,,104,107,102,102,106,108,107,106,,,TRUE,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000654340846,2016,ZB,De Pettershoeve Jetbead,Jetset,Delta G-Force,39886,92,267,29,53,0.22,0.46,101,104,98,109,100,98,105,235,132,174,201,,102,111,102,102,109,104,108,105,100,100,102,97,102,110,104,95,107,102,104,112,111,98,109,105,101,107,TRUE,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000580721821,2016,ZB,Poppe Red Hot Neymar,Board Et,Poppe Snow,39885,89,666,44,58,0.22,0.31,99,105,102,106,102,97,97,313,170,194,190,,98,107,102,103,101,102,103,104,99,102,103,99,95,105,102,96,107,100,102,100,101,101,99,103,99,99,TRUE,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,USAM003131131390,2015,ZB,Peak Altaforever,Seagull-Bay Silver,Badger-Bluff Fanny Freddie,769796,96,1130,43,68,0.04,0.2,100,106,102,99,102,106,104,335,163,184,186,,101,104,100,105,110,101,107,111,104,104,107,100,100,103,100,96,108,104,101,109,106,100,111,109,106,109,,,TRUE,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000694776043,2009,ZB,Midwolder Goldmar,Braedale Goldwyn,O-Bee Manfred Justice-Et,940118,99,250,19,32,0.11,0.24,105,104,100,106,99,97,99,152,82,122,167,102,100,106,100,102,103,98,101,105,97,102,101,101,101,102,102,97,97,96,99,105,95,108,104,102,97,96,,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000752535139,2015,ZB,Hoekland Bono,De-Su 521 Bookem,Cogent Twist,361043,95,246,17,39,0.09,0.31,97,106,102,101,104,102,100,153,83,160,155,100,102,102,99,99,101,105,103,98,96,102,103,94,95,100,105,98,101,96,105,101,100,94,101,102,100,100,,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,DEUM000360175103,2017,ZB,Adlon P,Stantons Adagio-P,Edg Rubicon,781289,85,219,19,29,0.13,0.22,105,106,102,105,101,99,104,142,79,122,127,,,107,101,106,111,103,109,109,104,102,102,104,98,106,104,97,104,,103,111,104,102,116,108,99,102,,,TRUE,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,DEUM000356607584,2014,ZB,Amax,Gen-I-Beq Aikman,Texel Beauty Pioneer,768601,92,547,32,51,0.14,0.3,100,105,105,104,102,91,101,244,131,181,189,,98,108,102,104,103,108,107,100,102,103,108,98,94,100,106,106,98,,109,99,105,102,99,106,104,104,,,TRUE,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000668849629,2014,RB,Elagaaster Cloud,Belvedere Perfect Aiko,De Volmer Glorious,941525,98,92,12,18,0.11,0.17,98,102,107,104,108,99,104,87,51,157,155,,96,101,96,105,107,104,105,110,98,102,106,100,108,100,104,98,105,100,104,101,104,99,107,109,107,104,,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000708611632,2011,ZB,Belvedere Perfect Aiko,Badger-Bluff Fanny Freddie,Braedale Goldwyn,767080,99,165,13,38,0.08,0.37,99,102,103,100,106,104,101,133,72,96,126,101,95,99,105,105,107,100,106,105,101,103,107,99,99,104,100,102,105,103,99,104,107,96,106,107,109,109,,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000935516829,2020,ZB,Florius,DELTA FLORIS,WEELDER ESPERANTO,391027,71,367,,,0.22,0.94,100,106,107,105,108,99,106,354,,,,,,107,,,,109,105,,,,,,,,106,101,101,,,,,,,,,,TRUE,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000964733781,2021,ZB,American Dreamtime Rf P,DELTA ABUNDANT P,DELTA JACUZZI-RED,391036,70,908,,,0.16,0.28,102,106,104,109,106,99,105,347,,,,,,110,,,,109,112,,,,,,,,108,99,100,,,,,,,,,,TRUE,,,,,FALSE
234,246,14,1041,Giessen Utopia,ZB,melksnelheid,RAVELIJN,NL 8725 3456 6,DELTA REFINER,NL 4826 5532 1,MARIA 1,NL 9442 0843 0 (55),MARS FACTORX,NL 7078 4194 2,MARIA,NL 5293 0654 2 (26),0.76,NLDM000733557981,2018,ZB,Holbra Adori,STANTONS ADORABLE,DE-SU 11236 BALISTO,39938,72,916,,,0.12,0.13,101,110,103,107,104,99,108,306,,,,,,105,,,,104,107,,,,,,,,104,104,98,,,,,,,,,,TRUE,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000921967114,2015,ZB,Bouw Finder,De-Su 11236 Balisto,Genervations Epic,941581,99,59,15,45,0.15,0.48,106,106,105,108,107,99,108,159,88,276,273,103,102,113,101,103,105,108,108,107,103,106,104,101,95,100,107,98,106,100,108,106,99,108,109,100,95,90,,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000642172631,2016,ZB,Delta Revisor P,Bouw Finder,Sundance,941905,96,363,40,58,0.3,0.46,101,109,102,102,103,101,107,296,167,202,243,101,96,107,106,105,106,105,108,106,107,105,107,102,99,103,104,103,104,99,104,107,92,101,107,103,94,89,,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,DEUM000537611409,2013,ZB,Guard,Guarini,Leif,767875,99,137,33,32,0.31,0.29,105,99,104,102,103,97,103,205,127,178,217,99,102,102,96,96,105,101,101,97,92,96,102,93,96,101,100,99,99,97,102,101,94,103,102,107,104,99,,,TRUE,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000565103198,2017,ZB,Delta Jigger,Weelder Esperanto,S-S-I Mogul Reflector,942045,88,182,23,15,0.19,0.08,107,106,106,106,109,99,110,127,79,256,214,,101,110,100,103,111,111,112,106,100,102,102,102,100,97,108,99,104,100,111,110,107,102,110,107,102,99,,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000584593572,2017,ZB,Koepon Powerset,Jetset,De-Su 521 Bookem,39887,91,159,25,47,0.22,0.45,101,100,101,109,101,102,103,205,117,193,211,,100,109,100,102,112,100,107,104,99,101,104,97,96,100,100,100,104,103,99,112,104,99,112,108,103,101,TRUE,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,CANM000107559777,2012,ZB,Swissbec Brekem,De-Su 521 Bookem,Long-Langs Oman Oman,767317,99,253,23,30,0.16,0.21,99,105,106,101,103,100,110,162,91,161,191,103,101,101,101,103,105,103,105,105,99,103,107,97,97,100,102,105,101,98,103,103,96,103,103,105,105,100,,,TRUE,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,CANM000012556108,2016,ZB,Legend-Maker Victor,Kerndtway Kingpin,Genervations Liquid Gold,780361,93,654,41,43,0.19,0.16,107,117,101,103,105,101,111,270,146,204,149,,101,107,95,105,116,106,111,115,103,107,109,99,100,103,104,99,102,103,106,113,103,103,116,114,109,107,,,TRUE,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000664364616,2015,ZB,Kik Bookmaker,De-Su 521 Bookem,Regancrest Altaiota,39807,97,151,19,31,0.15,0.27,99,99,107,107,100,91,104,145,83,161,118,100,100,106,104,101,102,100,102,106,100,103,100,99,103,106,103,105,96,99,100,101,105,106,102,103,102,103,,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000751914870,2015,RB,Delta Multiplan-Red,Delta Meteor-Red,Poppe Snow,941753,97,511,33,39,0.17,0.19,97,106,105,99,100,106,103,227,123,170,156,100,99,101,100,106,107,103,106,108,97,104,107,100,106,105,102,98,104,100,103,106,109,92,107,106,104,106,,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000637079567,2017,RB,Koolstein Tucson,Julandy,Jotan Red,361132,82,330,29,23,0.2,0.1,97,101,97,103,103,97,97,169,100,108,121,,98,103,98,101,106,103,104,106,96,105,108,94,104,98,103,103,97,96,103,104,99,102,106,104,103,99,,,,,,FALSE
243,243,12,1124,De Pettershoeve Jetbead,ZB,,T BROOK NO CLAIM,NL 6396 7747 1,COGENT TWIST,UK160193703425,67,NL 7546 0933 5 (67),BIG WINNER,NL 4297 5958 3,AGAAT 40,NL 8974 0785 8 (79),1,NLDM000648499303,2018,ZB,Koepon Random,DOUBLE W RANGER,BOARD ET,39947,72,823,,,0.14,0.28,97,104,101,103,107,107,102,329,,,,,,103,,,,110,111,,,,,,,,105,96,102,,,,,,,,,,TRUE,,,,,FALSE
243,243,67,0933,De Pettershoeve Jetbead,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,AGAAT 40,NL 8974 0785 8 (79),GROENIBO EL PASSO,NL 7084 0016 2,AGAAT 31,NL 4987 0609 1 (17),1,NLDM000921967114,2015,ZB,Bouw Finder,De-Su 11236 Balisto,Genervations Epic,941581,99,59,15,45,0.15,0.48,106,106,105,108,107,99,108,159,88,276,273,103,102,113,101,103,105,108,108,107,103,106,104,101,95,100,107,98,106,100,108,106,99,108,109,100,95,90,,,,,,FALSE
243,243,67,0933,De Pettershoeve Jetbead,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,AGAAT 40,NL 8974 0785 8 (79),GROENIBO EL PASSO,NL 7084 0016 2,AGAAT 31,NL 4987 0609 1 (17),1,NLDM000642172631,2016,ZB,Delta Revisor P,Bouw Finder,Sundance,941905,96,363,40,58,0.3,0.46,101,109,102,102,103,101,107,296,167,202,243,101,96,107,106,105,106,105,108,106,107,105,107,102,99,103,104,103,104,99,104,107,92,101,107,103,94,89,,,,,,FALSE
243,243,67,0933,De Pettershoeve Jetbead,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,AGAAT 40,NL 8974 0785 8 (79),GROENIBO EL PASSO,NL 7084 0016 2,AGAAT 31,NL 4987 0609 1 (17),1,DEUM000537611409,2013,ZB,Guard,Guarini,Leif,767875,99,137,33,32,0.31,0.29,105,99,104,102,103,97,103,205,127,178,217,99,102,102,96,96,105,101,101,97,92,96,102,93,96,101,100,99,99,97,102,101,94,103,102,107,104,99,,,TRUE,,,FALSE
243,243,67,0933,De Pettershoeve Jetbead,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,AGAAT 40,NL 8974 0785 8 (79),GROENIBO EL PASSO,NL 7084 0016 2,AGAAT 31,NL 4987 0609 1 (17),1,NLDM000565103198,2017,ZB,Delta Jigger,Weelder Esperanto,S-S-I Mogul Reflector,942045,88,182,23,15,0.19,0.08,107,106,106,106,109,99,110,127,79,256,214,,101,110,100,103,111,111,112,106,100,102,102,102,100,97,108,99,104,100,111,110,107,102,110,107,102,99,,,,,,FALSE
243,243,67,0933,De Pettershoeve Jetbead,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,AGAAT 40,NL 8974 0785 8 (79),GROENIBO EL PASSO,NL 7084 0016 2,AGAAT 31,NL 4987 0609 1 (17),1,NLDM000584593572,2017,ZB,Koepon Powerset,Jetset,De-Su 521 Bookem,39887,91,159,25,47,0.22,0.45,101,100,101,109,101,102,103,205,117,193,211,,100,109,100,102,112,100,107,104,99,101,104,97,96,100,100,100,104,103,99,112,104,99,112,108,103,101,TRUE,,,,,FALSE
243,243,67,0933,De Pettershoeve Jetbead,ZB,,BIG WINNER,NL 4297 5958 3,ART-ACRES WIN 395,NL 9701 1831 2,AGAAT 40,NL 8974 0785 8 (79),GROENIBO EL PASSO,NL 7084 0016 2,AGAAT 31,NL 4987 0609 1 (17),1,CANM000107559777,2012,ZB,Swissbec Brekem,De-Su 521 Bookem,Long-Langs Oman Oman,767317,99,253,23,30,0.16,0.21,99,105,106,101,103,100,110,162,91,161,191,103,101,101,101,103,105,103,105,105,99,103,107,97,97,100,102,105,101,98,103,103,96,103,103,105,105,100,,,TRUE,,,FALSE
