aaa_bull,aaa_cow,cow,no,stier,color_cow,aandacht,dad_name,dad_code,dadsdad_name,dadsdad_code,mom_name,mom_nr,momsdad_name,momsdad_code,momsmom_name,momsmom_code,match,nummer,birth,color_bull,bull_name,bull_dad,bulls_moms_dad,code,accuracy,score_prod,score_kg_eiwit,score_kg_vet,score_eiwit,score_vet,score_laatrijpheid,score_persistentie,score_vruchtbaarheid,score_uier,score_klauw,score_melksnelheid,score_afkalfgemak,index_inet,index_inet_nvo,index_nvi,index_tip,ziekte_stofwisseling,ziekte_reproductie,ziekte_celgetal,ext_frame,ext_type,ext_uier,ext_beenwerk,ext_totaal exterieur,ext_hoogtemaat,ext_voorhand,ext_inhoud,ext_openheid,ext_conditie score,ext_kruisligging,ext_kruisbreedte,ext_beenstand achter,ext_beenstand zij,ext_klauwhoek,ext_voorbeenstand,ext_beengebruik,ext_vooruieraanhechting,ext_voorspeenplaatsing,ext_speenlengte,ext_uierdiepte,ext_achteruierhoogte,ext_ophangband,ext_achterspeenplaatsing,kik,kik_adv,kiv,score_aanhouding,score_bevruchting,is_inteelt
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,CANM000012189047,2015,ZB,Stantons Adorable,Cogent Supershot,De-Su Bkm Mccutchen 1174,769746,97,1011,41,48,0.06,0.05,102,108,104,101,108,105,107,286,141,209,217,,101,103,104,108,113,104,111,109,108,106,106,107,99,106,102,98,103,102,105,112,105,96,115,108,110,107,,,TRUE,,,FALSE
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,DEUM000539638681,2016,ZB,First,Bouw Finder,Clear-Echo Lexor Racer,780986,90,444,28,42,0.14,0.25,103,100,105,105,108,101,105,210,113,242,208,,101,108,104,103,109,107,110,107,104,110,107,99,98,106,107,102,99,101,107,109,107,105,106,107,101,101,,,TRUE,,,FALSE
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,NLDM000656149430,2015,ZB,Groenibo Bram,Molenkamp Bolt,Batenburg G. Stellando,941586,98,488,31,24,0.15,0.04,103,111,101,109,98,97,107,185,102,170,196,100,98,108,105,105,103,101,104,103,101,104,103,102,98,104,102,105,97,102,102,103,93,102,103,102,98,94,,,,,,FALSE
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,NLDM000538295350,2011,ZB,Bouw Snowfever,Flevo Genetics Snowman,Braedale Goldwyn,940689,99,727,26,45,0.01,0.15,100,103,97,99,99,104,99,213,101,84,117,102,98,104,99,100,106,104,105,106,96,104,108,92,106,100,105,98,109,98,103,102,105,104,103,107,105,103,,,,,,FALSE
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,NLDM000543312099,2011,RB,De Vrendt Deputy,Beukenhof 346 Ideal,Aggravation Lawn Boy P-Red,940691,99,203,30,25,0.27,0.19,104,107,98,101,102,102,97,180,109,112,203,100,97,103,101,101,105,98,102,102,97,99,102,98,98,103,97,100,103,96,98,105,101,96,105,104,108,107,,,,,,FALSE
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,NLDM000871524162,2014,RB,Delta Maiko,Belvedere Perfect Aiko,Camion Van De Peul,941414,99,397,28,32,0.16,0.17,97,101,99,100,103,99,98,186,104,101,152,96,96,99,104,105,104,103,106,103,102,99,104,101,102,105,101,103,102,102,103,102,97,103,104,103,108,105,,,,,,FALSE
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,NLDM000735055324,2016,RB,Delta Jetstream-Red,Piano Rdc,Delta Atlantic,941859,94,550,29,26,0.11,0.02,96,103,102,102,101,105,105,179,96,124,114,,101,102,102,104,104,105,106,104,110,108,106,105,96,101,105,105,100,109,105,106,107,94,105,99,103,102,,,,,,FALSE
342,435,63,1071,Delta Lunar,ZB,,HEUVEL SUAREZ,NL 5195 5089 8,O-BEE MANFRED JUSTICE-ET,NL 9701 3811 8,IDA 853,NL 6664 0945 2 (75),BIG WINNER,NL 4297 5958 3,IDA 852,NL 9442 0804 3 (90),0.79,NLDM000687591167,2020,ZB,Peeldijker Jobson,KATERSHORST JOB,S-S-I MOGUL REFLECTOR,391009,71,1048,,,0.12,0.07,107,103,103,104,106,106,104,318,,,,,,102,,,,108,111,,,,,,,,106,97,105,,,,,,,,,,TRUE,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000753102213,2012,ZB,D'N Driehoek Nilson,Delta G-Force,Elagaaster Boxer,941147,99,204,36,43,0.32,0.38,105,102,105,100,107,98,101,240,145,208,323,102,104,103,101,103,108,104,107,103,99,99,104,97,97,105,102,101,99,101,105,107,100,106,106,108,107,106,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000573364710,2017,ZB,Delta Skippy,Beerzedal Paragon,A H Vitesse,941927,91,658,52,87,0.31,0.62,102,103,102,107,108,103,95,401,223,253,305,102,98,104,108,105,110,101,109,104,104,103,102,103,104,109,98,100,100,102,102,107,109,103,106,109,111,109,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000872871665,2016,ZB,Summerlake,Dg Charley,De-Su 11236 Balisto,780790,87,914,41,86,0.1,0.48,99,108,105,105,104,96,104,363,182,253,281,,102,111,100,102,104,102,103,98,100,103,102,101,95,98,102,102,98,,102,105,107,97,100,103,100,102,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000685695296,2017,ZB,Peak Tosco,Bomaz Altatopshot,Edg Rubicon,784003,88,1124,41,94,0.02,0.47,102,105,103,102,108,99,106,382,183,278,272,,102,107,96,100,106,103,104,101,97,97,100,100,94,97,103,99,101,,103,108,101,105,105,104,102,102,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,DNKM000000259811,2017,ZB,Vh River Ramsey,Vh Hoejgaard Reflector River,De-Su Penley 11839,781595,87,805,40,38,0.13,0.04,103,108,107,104,100,99,107,257,134,242,255,,,109,105,103,106,106,108,101,105,104,103,101,100,101,105,98,103,,106,106,104,100,105,104,100,100,,,TRUE,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000843890655,2016,ZB,Delta Lendor,Vh Tirsvad Sundance Stu,Bube Et,941901,96,617,39,58,0.19,0.34,102,104,100,106,108,89,109,289,156,221,225,101,100,114,94,94,104,102,100,103,94,93,97,95,108,102,104,100,98,97,102,104,104,96,108,103,96,101,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000533730469,2010,ZB,Delta G-Force,Long-Langs Oman Oman,Riethil Swamo Delta Jordan,940211,99,653,39,43,0.17,0.16,104,105,105,97,101,99,99,259,140,173,218,103,101,104,94,100,103,105,102,109,94,102,104,95,99,101,104,102,102,96,105,100,105,107,101,106,104,104,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,CANM000012189047,2015,ZB,Stantons Adorable,Cogent Supershot,De-Su Bkm Mccutchen 1174,769746,97,1011,41,48,0.06,0.05,102,108,104,101,108,105,107,286,141,209,217,,101,103,104,108,113,104,111,109,108,106,106,107,99,106,102,98,103,102,105,112,105,96,115,108,110,107,,,TRUE,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,DEUM000539638681,2016,ZB,First,Bouw Finder,Clear-Echo Lexor Racer,780986,90,444,28,42,0.14,0.25,103,100,105,105,108,101,105,210,113,242,208,,101,108,104,103,109,107,110,107,104,110,107,99,98,106,107,102,99,101,107,109,107,105,106,107,101,101,,,TRUE,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000656149430,2015,ZB,Groenibo Bram,Molenkamp Bolt,Batenburg G. Stellando,941586,98,488,31,24,0.15,0.04,103,111,101,109,98,97,107,185,102,170,196,100,98,108,105,105,103,101,104,103,101,104,103,102,98,104,102,105,97,102,102,103,93,102,103,102,98,94,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000538295350,2011,ZB,Bouw Snowfever,Flevo Genetics Snowman,Braedale Goldwyn,940689,99,727,26,45,0.01,0.15,100,103,97,99,99,104,99,213,101,84,117,102,98,104,99,100,106,104,105,106,96,104,108,92,106,100,105,98,109,98,103,102,105,104,103,107,105,103,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000543312099,2011,RB,De Vrendt Deputy,Beukenhof 346 Ideal,Aggravation Lawn Boy P-Red,940691,99,203,30,25,0.27,0.19,104,107,98,101,102,102,97,180,109,112,203,100,97,103,101,101,105,98,102,102,97,99,102,98,98,103,97,100,103,96,98,105,101,96,105,104,108,107,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000871524162,2014,RB,Delta Maiko,Belvedere Perfect Aiko,Camion Van De Peul,941414,99,397,28,32,0.16,0.17,97,101,99,100,103,99,98,186,104,101,152,96,96,99,104,105,104,103,106,103,102,99,104,101,102,105,101,103,102,102,103,102,97,103,104,103,108,105,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000735055324,2016,RB,Delta Jetstream-Red,Piano Rdc,Delta Atlantic,941859,94,550,29,26,0.11,0.02,96,103,102,102,101,105,105,179,96,124,114,,101,102,102,104,104,105,106,104,110,108,106,105,96,101,105,105,100,109,105,106,107,94,105,99,103,102,,,,,,FALSE
342,435,1423,1423,Delta Lunar,ZB,,SAUL HUDSON,NL 6325 9191 0,BARCLEY,DE 06665 19827,JANS 854,NL 6648 1199 6 (95),NUDAN,NL 7249 1558 1,JANS 844,NL 7546 0893 8 (85),0.79,NLDM000687591167,2020,ZB,Peeldijker Jobson,KATERSHORST JOB,S-S-I MOGUL REFLECTOR,391009,71,1048,,,0.12,0.07,107,103,103,104,106,106,104,318,,,,,,102,,,,108,111,,,,,,,,106,97,105,,,,,,,,,,TRUE,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000753102213,2012,ZB,D'N Driehoek Nilson,Delta G-Force,Elagaaster Boxer,941147,99,204,36,43,0.32,0.38,105,102,105,100,107,98,101,240,145,208,323,102,104,103,101,103,108,104,107,103,99,99,104,97,97,105,102,101,99,101,105,107,100,106,106,108,107,106,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000573364710,2017,ZB,Delta Skippy,Beerzedal Paragon,A H Vitesse,941927,91,658,52,87,0.31,0.62,102,103,102,107,108,103,95,401,223,253,305,102,98,104,108,105,110,101,109,104,104,103,102,103,104,109,98,100,100,102,102,107,109,103,106,109,111,109,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000872871665,2016,ZB,Summerlake,Dg Charley,De-Su 11236 Balisto,780790,87,914,41,86,0.1,0.48,99,108,105,105,104,96,104,363,182,253,281,,102,111,100,102,104,102,103,98,100,103,102,101,95,98,102,102,98,,102,105,107,97,100,103,100,102,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000685695296,2017,ZB,Peak Tosco,Bomaz Altatopshot,Edg Rubicon,784003,88,1124,41,94,0.02,0.47,102,105,103,102,108,99,106,382,183,278,272,,102,107,96,100,106,103,104,101,97,97,100,100,94,97,103,99,101,,103,108,101,105,105,104,102,102,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,DNKM000000259811,2017,ZB,Vh River Ramsey,Vh Hoejgaard Reflector River,De-Su Penley 11839,781595,87,805,40,38,0.13,0.04,103,108,107,104,100,99,107,257,134,242,255,,,109,105,103,106,106,108,101,105,104,103,101,100,101,105,98,103,,106,106,104,100,105,104,100,100,,,TRUE,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000843890655,2016,ZB,Delta Lendor,Vh Tirsvad Sundance Stu,Bube Et,941901,96,617,39,58,0.19,0.34,102,104,100,106,108,89,109,289,156,221,225,101,100,114,94,94,104,102,100,103,94,93,97,95,108,102,104,100,98,97,102,104,104,96,108,103,96,101,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000533730469,2010,ZB,Delta G-Force,Long-Langs Oman Oman,Riethil Swamo Delta Jordan,940211,99,653,39,43,0.17,0.16,104,105,105,97,101,99,99,259,140,173,218,103,101,104,94,100,103,105,102,109,94,102,104,95,99,101,104,102,102,96,105,100,105,107,101,106,104,104,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,CANM000012189047,2015,ZB,Stantons Adorable,Cogent Supershot,De-Su Bkm Mccutchen 1174,769746,97,1011,41,48,0.06,0.05,102,108,104,101,108,105,107,286,141,209,217,,101,103,104,108,113,104,111,109,108,106,106,107,99,106,102,98,103,102,105,112,105,96,115,108,110,107,,,TRUE,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,DEUM000539638681,2016,ZB,First,Bouw Finder,Clear-Echo Lexor Racer,780986,90,444,28,42,0.14,0.25,103,100,105,105,108,101,105,210,113,242,208,,101,108,104,103,109,107,110,107,104,110,107,99,98,106,107,102,99,101,107,109,107,105,106,107,101,101,,,TRUE,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000656149430,2015,ZB,Groenibo Bram,Molenkamp Bolt,Batenburg G. Stellando,941586,98,488,31,24,0.15,0.04,103,111,101,109,98,97,107,185,102,170,196,100,98,108,105,105,103,101,104,103,101,104,103,102,98,104,102,105,97,102,102,103,93,102,103,102,98,94,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000538295350,2011,ZB,Bouw Snowfever,Flevo Genetics Snowman,Braedale Goldwyn,940689,99,727,26,45,0.01,0.15,100,103,97,99,99,104,99,213,101,84,117,102,98,104,99,100,106,104,105,106,96,104,108,92,106,100,105,98,109,98,103,102,105,104,103,107,105,103,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000543312099,2011,RB,De Vrendt Deputy,Beukenhof 346 Ideal,Aggravation Lawn Boy P-Red,940691,99,203,30,25,0.27,0.19,104,107,98,101,102,102,97,180,109,112,203,100,97,103,101,101,105,98,102,102,97,99,102,98,98,103,97,100,103,96,98,105,101,96,105,104,108,107,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000871524162,2014,RB,Delta Maiko,Belvedere Perfect Aiko,Camion Van De Peul,941414,99,397,28,32,0.16,0.17,97,101,99,100,103,99,98,186,104,101,152,96,96,99,104,105,104,103,106,103,102,99,104,101,102,105,101,103,102,102,103,102,97,103,104,103,108,105,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000735055324,2016,RB,Delta Jetstream-Red,Piano Rdc,Delta Atlantic,941859,94,550,29,26,0.11,0.02,96,103,102,102,101,105,105,179,96,124,114,,101,102,102,104,104,105,106,104,110,108,106,105,96,101,105,105,100,109,105,106,107,94,105,99,103,102,,,,,,FALSE
342,435,1445,1445,Delta Lunar,ZB,,WHITE DOT,NL 5626 7443 7,WILDER HOTSPOT P,DE 05396 75034,JANS 850,NL 6633 1098 0 (60),KIK Stonehenge,NL 7164 5497 5,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000687591167,2020,ZB,Peeldijker Jobson,KATERSHORST JOB,S-S-I MOGUL REFLECTOR,391009,71,1048,,,0.12,0.07,107,103,103,104,106,106,104,318,,,,,,102,,,,108,111,,,,,,,,106,97,105,,,,,,,,,,TRUE,,,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000753102213,2012,ZB,D'N Driehoek Nilson,Delta G-Force,Elagaaster Boxer,941147,99,204,36,43,0.32,0.38,105,102,105,100,107,98,101,240,145,208,323,102,104,103,101,103,108,104,107,103,99,99,104,97,97,105,102,101,99,101,105,107,100,106,106,108,107,106,,,,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000573364710,2017,ZB,Delta Skippy,Beerzedal Paragon,A H Vitesse,941927,91,658,52,87,0.31,0.62,102,103,102,107,108,103,95,401,223,253,305,102,98,104,108,105,110,101,109,104,104,103,102,103,104,109,98,100,100,102,102,107,109,103,106,109,111,109,,,,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000872871665,2016,ZB,Summerlake,Dg Charley,De-Su 11236 Balisto,780790,87,914,41,86,0.1,0.48,99,108,105,105,104,96,104,363,182,253,281,,102,111,100,102,104,102,103,98,100,103,102,101,95,98,102,102,98,,102,105,107,97,100,103,100,102,,,,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000685695296,2017,ZB,Peak Tosco,Bomaz Altatopshot,Edg Rubicon,784003,88,1124,41,94,0.02,0.47,102,105,103,102,108,99,106,382,183,278,272,,102,107,96,100,106,103,104,101,97,97,100,100,94,97,103,99,101,,103,108,101,105,105,104,102,102,,,,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,DNKM000000259811,2017,ZB,Vh River Ramsey,Vh Hoejgaard Reflector River,De-Su Penley 11839,781595,87,805,40,38,0.13,0.04,103,108,107,104,100,99,107,257,134,242,255,,,109,105,103,106,106,108,101,105,104,103,101,100,101,105,98,103,,106,106,104,100,105,104,100,100,,,TRUE,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000843890655,2016,ZB,Delta Lendor,Vh Tirsvad Sundance Stu,Bube Et,941901,96,617,39,58,0.19,0.34,102,104,100,106,108,89,109,289,156,221,225,101,100,114,94,94,104,102,100,103,94,93,97,95,108,102,104,100,98,97,102,104,104,96,108,103,96,101,,,,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000533730469,2010,ZB,Delta G-Force,Long-Langs Oman Oman,Riethil Swamo Delta Jordan,940211,99,653,39,43,0.17,0.16,104,105,105,97,101,99,99,259,140,173,218,103,101,104,94,100,103,105,102,109,94,102,104,95,99,101,104,102,102,96,105,100,105,107,101,106,104,104,,,,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,CANM000012189047,2015,ZB,Stantons Adorable,Cogent Supershot,De-Su Bkm Mccutchen 1174,769746,97,1011,41,48,0.06,0.05,102,108,104,101,108,105,107,286,141,209,217,,101,103,104,108,113,104,111,109,108,106,106,107,99,106,102,98,103,102,105,112,105,96,115,108,110,107,,,TRUE,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,DEUM000539638681,2016,ZB,First,Bouw Finder,Clear-Echo Lexor Racer,780986,90,444,28,42,0.14,0.25,103,100,105,105,108,101,105,210,113,242,208,,101,108,104,103,109,107,110,107,104,110,107,99,98,106,107,102,99,101,107,109,107,105,106,107,101,101,,,TRUE,,,FALSE
342,435,1463,1463,,ZB,,MOTIF,NL 7510 8999 0,MOUNTFIELD SSI DCY MOGUL,US3006972816,JANS 843,NL 7546 0870 5 (58),BIG WINNER,NL 4297 5958 3,JANS 2,NL 8974 0747 8 (78),0.79,NLDM000656149430,2015,ZB,Groenibo Bram,Molenkamp Bolt,Batenburg G. Stellando,941586,98,488,31,24,0.15,0.04,103,111,101,109,98,97,107,185,102,170,196,100,98,108,105,105,103,101,104,103,101,104,103,102,98,104,102,105,97,102,102,103,93,102,103,102,98,94,,,,,,FALSE
